ID_patologia,TIPO DE PATOLOGIA,Descripción
K70,ENFERMEDADES DEL HIGADO,ENFERMEDAD ALCOHOLICA DEL HIGADO
K71,ENFERMEDADES DEL HIGADO,ENFERMEDAD TOXICA DEL HIGADO
K72,ENFERMEDADES DEL HIGADO,"INSUFICIENCIA HEPATICA,NO CLASIFICADA EN OTRA PARTE"
K73,ENFERMEDADES DEL HIGADO,"HEPATITIS CRONICA, NO CLASIFICADA EN OTRA PARTE"
K80,"TRASTORNOS DE LA VESICULA BILIAR, DE LAS VIAS BILIARES DEL PANCREAS",COLELITIASIS - COLICO HEPATICO
K81,"TRASTORNOS DE LA VESICULA BILIAR, DE LAS VIAS BILIARES DEL PANCREAS",COLECISTITIS
K82,"TRASTORNOS DE LA VESICULA BILIAR, DE LAS VIAS BILIARES DEL PANCREAS",OTRAS ENFERMEDADES DE LA VESÍCULA BILIAR
K85,"TRASTORNOS DE LA VESICULA BILIAR, DE LAS VIAS BILIARES DEL PANCREAS",PANCREATITIS AGUDA
K90,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,MALABSORCION INTESTINAL
K91,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,TRASTORNOS DEL SISTEMA DIGESTIVO CONSECUTIVOS A PROCEDIMIENTOS
K915,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,SINDROME POSTCOLECISTECTOMIA
K920,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,HEMATEMESIS
K921,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,MELENA
K922,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,"HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA"
L00,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,SINDROME ESTAFILOCOCO DE LA PIEL
L01,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,IMPETIGO
L02,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,"ABSCESO CUTANEO,FURUNCULO Y CARBUNCO"
L03,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,CELULITIS
L04,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,LINFADENITIS AGUDA
L05,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,QUISTE PILONIDAL
L08,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,OTRAS INFECCIONES LOCALES DE LA PIEL Y DEL TEJIDO SUBCUTANEO
L089,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,PIODERMITIS-INFEC. DE PIEL O TEJIDO CELULAR SUBCUT.
L10,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,PENFIGO
L11,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,OTROS TRASTORNOS ACANTOLITICOS
L12,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,PENFIGOIDE
L13,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,OTROS TRASTORNOS FLICTENULARES
L14,INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,TRASTORNOS FLICTENULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L20,DERMATITIS Y ECZEMA,DERMATITIS ATOPICA
L209,DERMATITIS Y ECZEMA,DERMATITIS ATOPICA NO ESPECIFICADA
L21,DERMATITIS Y ECZEMA,DERMATITIS SEBORREICA
L22,DERMATITIS Y ECZEMA,DERMATITIS DEL PAÑAL
L23,DERMATITIS Y ECZEMA,DERMATITIS ALERGICA DE CONTACTO
L24,DERMATITIS Y ECZEMA,DERMATITIS DE CONTACTO POR IRRITANTES
L25,DERMATITIS Y ECZEMA,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA"
L26,DERMATITIS Y ECZEMA,DERMATITIS EXFOLIATIVA
L27,DERMATITIS Y ECZEMA,DERMATITIS DEBIDA A SUSTANCIAS INGERIDAS
L28,DERMATITIS Y ECZEMA,LIQUE SIMPLE CRONICO Y PRURIGO
L29,DERMATITIS Y ECZEMA,PRURITO
L30,DERMATITIS Y ECZEMA,OTRAS DERMATITIS
L40,TRASTORNOS PAPULOESCAMOSOS,PSORIASIS
L41,TRASTORNOS PAPULOESCAMOSOS,PARAPSORIASIS
L42,TRASTORNOS PAPULOESCAMOSOS,PITIRIASIS ROSADA
L43,TRASTORNOS PAPULOESCAMOSOS,LIQUEN PLANO
L44,TRASTORNOS PAPULOESCAMOSOS,OTROS TRASTORNOS PAPULOESCAMOSOS
L45,TRASTORNOS PAPULOESCAMOSOS,TRASTORNOS PAPULOESCAMOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L50,URTICARIA Y ERITEMA,URTICARIA Y ERITEMA
L51,URTICARIA Y ERITEMA,ERITEMA MILTIFORME
L52,URTICARIA Y ERITEMA,ERITTEMA NUDOSO
L53,URTICARIA Y ERITEMA,OTRAS AFECCIONES ERITEMATOSAS
L54,URTICARIA Y ERITEMA,ERITEMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L55,TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,QUEMADURA SOLAR
L56,TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,OTROS CAMBIOS AGUDOS DE LA PIEL DEBIDOS A RADIACION ULTRAVIOLETA
L57,TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,CAMBIOS DE LA PIEL DEBIDOS A EXPOSICION CRONICA A RADIACION NO IONIZANTE
L58,TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,RADIODERMATITIS
L59,TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION
L60,TRASTORNOS DE LAS FANERAS,TRASTORNOS DE LAS UÑAS
L62,TRASTORNOS DE LAS FANERAS,TRASTORNOS DE LAS UÑAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L63,TRASTORNOS DE LAS FANERAS,ALOPECIA AREATA
L64,TRASTORNOS DE LAS FANERAS,ALOPECIA ANDROGENA
L65,TRASTORNOS DE LAS FANERAS,OTRA PERDIDA NO CICATRICIAL DEL PELO
L66,TRASTORNOS DE LAS FANERAS,ALOPECIA CICATRICIAL (PERDIDA CICATRICIAL DEL PELO)
L67,TRASTORNOS DE LAS FANERAS,ANORMALIDADES DEL TALLO Y DEL COLOR DEL PELO
L68,TRASTORNOS DE LAS FANERAS,HIPERTRICOSIS
L70,TRASTORNOS DE LAS FANERAS,CANEE
L71,TRASTORNOS DE LAS FANERAS,ROSACEA
L72,TRASTORNOS DE LAS FANERAS,QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO
L73,TRASTORNOS DE LAS FANERAS,OTROS TRASTORNOS FOLICULARES
L74,TRASTORNOS DE LAS FANERAS,TRASTORNOS SUDORIPAROS ECRINOS
L75,TRASTORNOS DE LAS FANERAS,TRASTORNOS SUDORIPAROS APOCRINOS
L80,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,VITILIGO
L81,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,OTROS TRASTORNOS DE LA PIGMENTACION
L82,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,QUERATOSIS SEBORREICA
L83,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,ACANTOSIS NIGRICANS
L84,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,CALLOS Y CALLOSIDADES
L85,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,OTROS TIPOS DE ENGRASAMIENTO EPIDERMICO
L86,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,QUERATODERMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
L87,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,TRASTORNOS DE LA ELIMINACION TRANEPIDERMICA
L88,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,PIODERMA GANGRENOSO
L89,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,ULCERA DE DECUBITO
L90,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,TRASTORNOS ATROFICOS DE LA PIEL
L91,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,TRASTORNOS HIPERTROFICOS DE LA PIEL
L92,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,TRASTORNOS GRANULOMATOSO DE LA PIEL Y DEL TEJIDO SUBCUTANEO
L93,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,LUPUS ERITEMATOSO
L94,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,OTROS TRASTORNOS LOCALIZADOS DEL TEJIDO CONJUNTIVO
L95,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,"VASCULITIS LIMITADA A LA PIEL,NO CLASIFICADA EN OTRA PARTE"
L97,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,"ULCERA DEL MIEMBRO INFERIOR, NO CLASIFICADA EN OTRA PARTE"
L98,OTROS TRASTORNOS DE LA PIEL Y TEJIDO SUBCUTANEO,"OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO, NO CLASIFICADO EN OTRA PARTE"
M00,ARTROPATIAS INFECCIOSAS,ARTRITIS PIOGENA
M05,ARTROPATIAS INFECCIOSAS,ARTRITIS REUMATOIDES SEROPOSITIVA
M06,ARTROPATIAS INFECCIOSAS,OTRAS ARTRITIS REUMATOIDES
M07,ARTROPATIAS INFECCIOSAS,ARTROPATIAS PSORIASICAS Y ENTEROPATICAS
M08,ARTROPATIAS INFECCIOSAS,ARTRITIS JUVENIL
M09,ARTROPATIAS INFECCIOSAS,ARTRITIS JUVENIL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M10,ARTROPATIAS INFECCIOSAS,GOTA
M11,ARTROPATIAS INFECCIOSAS,OTRAS ARTROPATIAS POR CRISTALES
M12,ARTROPATIAS INFECCIOSAS,OTRAS ARTROPATIAS ESPECIFICAS
M13,ARTROPATIAS INFECCIOSAS,OTRAS ARTRITIS
M14,ARTROPATIAS INFECCIOSAS,ARTROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M15,ARTROSIS,POLIARTROSIS
M16,ARTROSIS,COXARTROSIS (ARTROSIS DE LA CADERA)
M17,ARTROSIS,GONARTROSIS (ARTROSIS DE LA RODILLA)
M18,ARTROSIS,ARTROSIS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA
M19,ARTROSIS,OTRAS ARTROSIS
M20,OTROS TRASTORNOS ARTICULARES,DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DE LA MANO Y DEL PIE
M21,OTROS TRASTORNOS ARTICULARES,OTRAS DEFORMIDADES ADQUIRIDAS DE LOS MIEMBROS
M22,OTROS TRASTORNOS ARTICULARES,TRASTORNOS DE LA ROTULSA
M23,OTROS TRASTORNOS ARTICULARES,TRASTORNO INTERNO DE LA RODILLA
M24,OTROS TRASTORNOS ARTICULARES,OTROS TRASTORNOS ARTICULARES ESPECIFICOS
M25,OTROS TRASTORNOS ARTICULARES,"OTROS TRASTORNOS ARTICULARES, NO CLASIFICADOS EN OTRA PARTE"
M255,DORSOPATIAS DEFORMANTES,DOLOR EN ARTICULACIÓN
M30,TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO,POLIARTERITIS NUDOSA Y AFECCIONES RELACIONADAS
M32,TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO,LUPUS ERITEMATOSO SISTEMICO
M40,DORSOPATIAS DEFORMANTES,CIFOSIS Y LORDOSIS
M41,DORSOPATIAS DEFORMANTES,ESCOLIOSIS
M42,DORSOPATIAS DEFORMANTES,OSTEOCONDROSIS DE LA COLUMNA VERTEBRAL
M43,DORSOPATIAS DEFORMANTES,OTRAS DORSOPATIAS DEFORMANTES
M45,ESPONDILOPATIAS,ESPONDILITIS ANQUILOSANTE
M46,ESPONDILOPATIAS,OTRAS ESPONDILOPATIAS INFLAMATORIAS
M47,ESPONDILOPATIAS,ESPONDILOSIS
M48,ESPONDILOPATIAS,OTRAS ESPONDILOPATIAS
M49,ESPONDILOPATIAS,ESPONDILOPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M50,OTRAS DORSOPATIAS,TRASTORNOS DE DISCO CERVICAL
M51,OTRAS DORSOPATIAS,OTROS TRASTORNOS DE LOS DISCOS INTERVERTEBRALES
M53,OTRAS DORSOPATIAS,"OTRAS DORSOPATIAS, NO CLASIFICADAS EN OTRA PARTE"
M54,OTRAS DORSOPATIAS,DORSALGIA
M542,OTRAS DORSOPATIAS,CERVICALGIA
M545,OTRAS DORSOPATIAS,LUMBAGO NO ESPECIFICADO
M60,TRASTORNOS DE LOS MUSCULOS,MIOSITIS
M61,TRASTORNOS DE LOS MUSCULOS,CALSIFICACION Y OSIFICACION DEL MUSCULO
M62,TRASTORNOS DE LOS MUSCULOS,OTROS TRASTORNOS DE LOS MUSCULOS
M63,TRASTORNOS DE LOS MUSCULOS,TRASTORNOS DE LOS MUSCULOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M65,TRASTORNOS DE LOS TENDONES Y DE LA SINOVIAL,SINOVITIS Y TENOSINOVITIS
M73,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS,TRASTORNOS DE LOS TEJIDOS BLANDOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M75,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS,LESIONES DEL HOMBRO
M76,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS,"ENTESOPATIAS DEL MIEMBRO INFERIOR, EXCLUIDO EL PIE"
M77,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS,OTRAS ENTESOPATIAS
M79,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS,"OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS, NO CLASIFICADOS EN OTRA PARTE"
M791,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS,MIALGIA
M80,TRASTORNOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS,OSTEOPOROSIS CON FRACTURA PATOLOGICA
M81,TRASTORNOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS,OSTEOPOROSIS SIN FRACTURA PATOLOGICA
M83,TRASTORNOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS,OSTEOMALACIA DEL ADULTO
M86,OTRAS OSTEOPATIAS,OSTEOMIELITIS
M87,OTRAS OSTEOPATIAS,OSTEONECROSIS
N00,ENFERMEDADES GLOMERULARES,SINDROME NEFRITICO AGUDO
N02,ENFERMEDADES GLOMERULARES,HEMATURIA RECURRENTE Y PERSISTENTE
N04,ENFERMEDADES GLOMERULARES,SINDROME NEFROTICO
N05,ENFERMEDADES GLOMERULARES,SINDROME NEFRITICO NO ESPECIFICADO
N10,ENFERMEDAD RENAL TUBULOINTERSTICIAL,NEFRITIS TUBULOINTERSTICIAL AGUDA
N13,ENFERMEDAD RENAL TUBULOINTERSTICIAL,UROPATIA OBSTRUCTIVA Y POR REFLUJO
N17,INSUFICIENCIA RENAL,INSUFICIENCIA RENAL AGUDA
N18,INSUFICIENCIA RENAL,INSUFICIENCIA RENAL CRONICA
N19,INSUFICIENCIA RENAL,INSUFICIENCIA RENAL NO ESPECIFICADA
N20,LITIASIS URINARIA,CALCULO DEL RIÑON Y EL URETER
N21,LITIASIS URINARIA,CALCULO DE LAS VIAS URINARIAS INFERIORES
N22,LITIASIS URINARIA,CALCULO DE LAS VIAS URINARIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N23,LITIASIS URINARIA,"COLICO RENAL, NO ESPECIFICADO"
N29,OTROS TRASTORNOS DEL RIÑON Y DEL URÉTER,OTROS TRASTORNOS DEL RIÑON Y DEL URÉTER
N30,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,CISTITIS
N31,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,"DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO CLASIFICADA EN OTRA PARTE"
N32,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,OTROS TRASTORNOS DE LA VEJIGA
N33,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N34,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,URETRITIS Y SINDROME URETRAL
N35,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,ESTRECHEZ URETRAL
N36,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,OTROS TRASTORNOS DE LA URETRA
N37,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N39,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,OTROS TRASTORNOS DEL SISTEMA URINARIO
N390,OTRAS ENFEMEDADES DEL SISTEMA URINARIO,INFECCION URINARIA
N40,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,HIPERPLASIA DE LA PROSTATA
N41,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA
N42,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,OTROS TRASTORNOS DE LA PROSTATA
N43,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,HIDROCELE Y ESPERMATOCELE
N44,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,TORSION DEL TESTICULO
N45,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,ORQUITIS Y EPIDIDIMITIS
N46,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,ESTERILIDAD EN EL VARON
N47,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,"PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS"
N48,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,OTROS TRASTORNOS DEL PENE
N50,ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS
N60,TRASTORNOS DE LA MAMA,DISPLASIA MAMARIA BENIGNA
N600,TRASTORNOS DE LA MAMA,QUISTE SOLITARIO DE LA MAMA
N61,TRASTORNOS DE LA MAMA,TRASTORNOS INFLAMATORIOS DE LA MAMA
N62,TRASTORNOS DE LA MAMA,HIPERTROFIA DE LA MAMA
N63,TRASTORNOS DE LA MAMA,MASA NO ESPECIFICADA EN LA MAMA
N64,TRASTORNOS DE LA MAMA,OTROS TRASTORNOS DE LA MAMA
N640,TRASTORNOS DE LA MAMA,FISURA Y FISTULA DEL PEZON
N643,TRASTORNOS DE LA MAMA,GALACTORREA NO ASOCIADA CON EL PARTO
N644,TRASTORNOS DE LA MAMA,MASTODINIA
N70,ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,SALPINGITIS Y OOFORITIS
N71,ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO"
N72,ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO
N73,ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS
N75,ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN
N76,ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA
N80,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,ENDOMETRIOSIS
N81,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,PROLAPSO GENITAL FEMENINO
N82,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,FISTULAS QUE AFECTAN EL TRACTO GENITAL FEMENINO
N83,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,"TRASTORNOS NO INFLAMTORIOS DEL OVARIO, LA TROMPA DE FALOPIO Y EL LIGAMENTO ANCHO"
N84,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,POLIPO DEL TRACTO GENITAL FEMENINO
N85,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,"OTROS TRASTORNOS NO INFLAMATORIOS DEL UTERO, EXCEPTO DEL CUELLO"
N86,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,EROSION Y ECTROPION DEL CUELLO DEL UTERO
N87,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,DISPLASIA DEL CUELLO UTERINO
N88,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OTROS TRASTORNOS NO INFLAMATORIOS DEL CUELLO DEL UTERO
N89,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OTROS TRASTORNOS NO INFLAMATORIOS DE LA VAGINA
N90,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OTROS TRASTORNOS NO INFLAMATORIOS DE LA VULVA Y EL PERINEO
N910,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,AMENORREA PRIMARIA
N911,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,AMENORREA SECUNDARIA
N912,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,"AMENORREA, SIN OTRA ESPECIFICACION"
N913,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OLIGOMENORREA PRIMARIA
N914,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OLIGOMENORREA SECUNDARIA
N915,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OLIGOMENORREA NO ESPECIFICADA
N920,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO REGULAR
N921,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO IRREGULAR
N922,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,MENSTRUACION EXCESIVA EN LA PUBERTAD
N923,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,HEMORRAGIA POR OVULACION
N924,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,HEMORRAGIA EXCESIVA EN PERIODO PREMENOPAUSICO
N925,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OTRAS MENSTRUACIONES IRREGULARES ESPECIFICADAS
N926,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,"MENSTRUACION IRREGULAR, NO ESPECIFICADA"
N93,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES
N94,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,DOLOR Y OTRAS AFECCIONES RELACIONADAS CON LOS ORGANOS GENITALES FEMENINOS Y CON EL CICLO MENSTRUAL
N941,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,DISPAREUNIA
N942,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,VAGINISMO
N943,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,SINDROME DE TENSION PREMENSTRUAL
N944,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,DISMENORREA PRIMARIA
N945,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,DISMENORREA SECUNDARIA
N946,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,"DISMENORREA, NO ESPECIFICADA"
N948,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,AFECCIONES NO ESPECIFICADAS DE ORGANOS GENITALES FEMENINOS Y EL CICLO MENSTRUAL
N95,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,TRASTORNOS MENOPAUSICOS Y PERIMENOPAUSICOS
N96,EMBARAZO TERMINADO EN ABORTO,ABORTADORA HABITUAL
N97,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,INFERTILIDAD FEMENINA
N98,TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS PELVICOS FEMENINOS,COMPLICACIONES ASOCIADAS CON LA FECUNDACON ARTIFICIAL
O00,EMBARAZO TERMINADO EN ABORTO,EMBARAZO ECTOPICO
O01,EMBARAZO TERMINADO EN ABORTO,MOLA HIDATIFORME
O02,EMBARAZO TERMINADO EN ABORTO,OTROS PRODUCTOS ANORMALES DE LA CONCEPCION
O03,EMBARAZO TERMINADO EN ABORTO,ABORTO ESPONTANEO
O04,EMBARAZO TERMINADO EN ABORTO,ABORTO MEDICO
O05,EMBARAZO TERMINADO EN ABORTO,OTRO ABORTO
O06,EMBARAZO TERMINADO EN ABORTO,ABORTO NO ESPECIFICADO
O07,EMBARAZO TERMINADO EN ABORTO,INTENTO FALLIDO DE ABORTO
O08,EMBARAZO TERMINADO EN ABORTO,"COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR"
O10,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO","HIPERTENSION PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO"
O11,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO","TRASTORNOS HIPERTENSIVOS PREEXISTENTES, CON PROTEINURIA AGREGADA"
O12,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",EDEMA Y PROTEINURIA GESTACIONALES (INDUCIDOS POR EL EMBARAZO) SIN HIPERTENSION
